tag	type	text
825	T	"<par>This root seems quite independent of the much more widespread etymon for EAR, <xref ref=""811"">#811</xref>.</par><par>The Sangtam development of PTB <reconstruction>*-am</reconstruction> to <latinform>-aŋ</latinform> is regular (cf. Bruhn 2014:400).</par>"
6107	F	<par><hanform>蠃</hanform> OC <latinform>*lwɑ̂</latinform>, GSR #14b; B &amp; S 2011: <latinform>*rˁojʔ {[r]ˁo[j]ʔ}</latinform>; Mand. <latinform>luǒ</latinform>.<br /><hanform>蝸</hanform> OC <latinform>*kwɑ</latinform>, GSR #18c; B &amp; S 2011: <latinform>*k.rˁoj (dial. › kˁroj)</latinform>; Mand. <latinform>wō</latinform>.</par>
6107	T	<par>The medial consonant should perhaps be reconstructed as <latinform>*-l-</latinform> on the basis of the Karen forms.</par><par>The cognacy of the Central Naga forms is open to question.</par>
1291	I	<par>1291 *k(n)wa looks funny. The reflexes are in Kiranti lgs. BM suspects a connection to Nepali kun &apos;blood&apos;. -wa = ‘water’ ?</par>
1291	T	"<par>The Kiranti binomes may well be hybrids of Nepali <latinform>kun</latinform> &apos;blood&apos; and <xref ref=""2080"">#2080</xref> (p.c. Boyd Michailovsky).</par><par>The Milang <latinform>kuŋ-nu</latinform> &apos;pus&apos; might be related to these forms.</par>"
1421	T	"<par>For phonosemantically similar roots, see <xref ref=""5756"">#5756</xref> and <xref ref=""810"">#810</xref>.</par>"
1198	T	"<par>This etymon resembles <xref ref=""1197"">#1197</xref> but seems distinct from it.</par>"
370	I	<par>Duplicate forms should be weeded out.</par>
2529	I	"<par>Mongsen Ao <latinform>ŋa</latinform> derives from PTB <latinform>*ŋa</latinform> (cf. <xref ref=""1306"">#1306</xref>, <xref ref=""1455"">#1455</xref>), and PTB <reconstruction>*-a(ː)w</reconstruction> should have yielded Mongsen <latinform>-u</latinform> (cf. <xref ref=""2492"">#2492</xref>, <xref ref=""386"">#386</xref>, <xref ref=""2302"">#2302</xref>), so this should probably be reconstructed as <latinform>*ŋa</latinform> instead of <latinform>*ŋaːw</latinform>. But then where did PKC final glide come from?</par>"
2529	F	<par><hanform>禺</hanform> OC <latinform>*ngi̯u</latinform>, GSR #124a-b &apos;monkey&apos;; Schuessler 2007:617 <latinform>*ŋoh</latinform>; B &amp; S 2011: (<latinform>*ŋo-s</latinform>); Mand. <latinform>yù</latinform>.</par>
1607	T	<par>This root is not widely attested, though identical reflexes occur as the last syllables of compounds in Kaman [Miju] and Hayu. The Tsangla forms in <latinform>-r</latinform> are of uncertain affiliation, since <latinform>-r</latinform> and <latinform>-t</latinform> do not usually cooccur in TB word-families.</par>
7218	T	"<par>This Karenic root bears a strong resemblance to the Kuki-Chin binome <xref ref=""4122"">#4122</xref>.</par>"
2322	T	"<par>This is an East / Southeast Asian areal word; cf. Siamese <latinform>khlɔɔŋ</latinform>, Old Mon <latinform>kruŋ</latinform>, Cham <latinform>krauŋ</latinform>. HPTB reconstructs two separate roots (<latinform>*kluŋ ⪤ kluk</latinform> and <latinform>*klyoŋ</latinform>), although it suggests that the two are related. We treat them here as co-allofamic.</par><par>Chinese <latinform>kuk ~ gi̯uk</latinform> &apos;valley&apos; reflects the allofam with final stop.</par><par>It seems likely that this etymon is related to <xref ref=""1277"">#1277</xref>.</par>"
2322	F	<par><hanform>谷</hanform> OC <latinform>*kuk~gi̯uk</latinform>, GSR #1202a-c &apos;valley&apos;; B &amp; S 2011: <latinform>*C.qˤok</latinform>; Mand. <latinform>gǔ</latinform>.<br /><hanform>江</hanform> OC <latinform>*kŭng</latinform>, GSR #1172v &apos;(Yangtze) river&apos;; B &amp; S 2011: <latinform>*kˤroŋ</latinform>; Mand. <latinform>jiāng</latinform>.<br /><hanform>港</hanform></par>
1631	T	"<par>The Na and Qiangic forms with affricate initials are assigned to this root, even though their vocalism seems closer to <xref ref=""1013"">#1013</xref>.</par>"
1631	F	<par><hanform>斗</hanform> OC <latinform>*tu</latinform> ~ <latinform>*t̑i̯u</latinform>, GSR #116a &apos;ladle (n); name of a constellation (i.e. &apos;big dipper&apos;)&apos;; Coblin 86:101 ST <latinform>*tyuɣ</latinform> &gt; OC <latinform>*tugx</latinform> ~ <latinform>*tjugx</latinform>; Schuessler 2007:627-8 <latinform>*tơʔ</latinform> ~ <latinform>*toʔ</latinform>; B &amp; S 2011: <latinform>*tˁoʔ</latinform> ~ <latinform>*toʔ</latinform>; Mand. <latinform>dǒu</latinform> ~ <latinform>zhǔ</latinform>.<br /><hanform>注</hanform> OC <latinform>*ti̯u</latinform> ~ <latinform>*t̑i̯u</latinform>, GSR #129c &apos;conduct (water); be led to, flow to; be touched by; apply&apos;; Coblin 86:101 ST <latinform>*tyuɣ</latinform> &gt; OC <latinform>*tjugh</latinform> ~ <latinform>*trjugh</latinform>; Schuessler 2007:627-8 <latinform>*toh</latinform> ~ <latinform>*troh</latinform>; B &amp; S 2011: <latinform>*tro-s {tro(ʔ)-s}</latinform>; Mand. <latinform>zhù</latinform>.</par>
281	T	"<par>This weakly attested root might well be attributable to <xref ref=""2055"">#2055</xref>.</par>"
5794	T	<par>This root appears in several TB languages, although it is very likely a borrowing from Tai. Cf. Proto-Tai <latinform>*hmɔɔn</latinform> (<plainlatinform>HCT</plainlatinform> p. 75).</par>
119	T	"<par>STC sets up two separate roots: <xref ref=""330"">#330</xref> <reconstruction>*kaːŋ</reconstruction> and glossed &apos;roast / toast / burn&apos; and <xref ref=""331"">#331</xref> <reconstruction>*kaŋ</reconstruction> glossed &apos;dry up&apos;. We regard these two sets as reflecting the same etymon.</par><par>The sense of “thirsty” is not recognized in STC #330, 331.</par>"
119	F	<par><hanform>炕</hanform> OC (not in GSR #698, probably <latinform>*k’ɑ̂ng</latinform>), &apos;heated brick bed / dry / to roast&apos;; Mand. <latinform>kàng</latinform>.</par>
709	T	<par>The labial prefix is attested in Kuki-Chin and Naga. The Sema/Simi forms seem to show reduplication of the root. Palatalization of the initial has occurred in Nungic and Qiangic. The Wakung and Nungic forms provide evidence for the velar nasal final.</par>
5405	T	<par>WT reflects three allofamic variants: an open syllable as well as forms with both the <latinform>*-t</latinform> and <latinform>*-s</latinform> suffixes.</par><par>This root seems restricted to Tibetan dialects and the Kiranti languages, with the latter forms likely borrowings from the former.</par>
5405	F	<par><hanform>睹</hanform> OC <latinform>*to</latinform>, GSR #45c&apos; &apos;look; see&apos;; Schuessler 2007:218 <latinform>*tâʔ</latinform>; B &amp; S 2011: <latinform>*tˁaʔ</latinform>; Mand. <latinform>dǔ</latinform>.</par>
782	T	<par>The North Assam forms with initial sibilants perhaps point to a variant with prefixal <reconstruction>*s-</reconstruction> which preempted the root initial.</par>
277	T	"<par>This etymon usually occurs as the first syllable in compounds, where the second syllable is from <xref ref=""284"">#284</xref>.</par>"
2679	F	<par><hanform>孫</hanform> OC <latinform>*swən</latinform>, GSR #434a-c &apos;grandchild, descendant&apos;; B &amp; S 2011: <latinform>*sˤun {[s]ˤu[n]}</latinform>; Mand. <latinform>sūn</latinform>.</par>
2401	T	<par>This etymon was reconstructed as <latinform>lep</latinform> in STC #351.</par><par>The velar prefix is attested in Bodo, Thulung, and Jingpho.</par>
2039	T	<par>This seems to be a valid etymon, although further support would be welcome.</par>
559	T	"<par>Note the similarity to the NE Indian Areal Group root <xref ref=""3376"">#3376</xref>.</par>"
3439	T	<par>This etymon is still not well established, with only scattered reflexes in Himalayish, Lolo-Burmese, Karenic, and Baic. The final nasal is reconstructed on the basis of the vowel nasalization in some Bai dialects.</par>
363	I	<par>The fourth syllable of Jingpho <latinform>n-mun n-mau</latinform> cannot be directly assigned to this root, since the Jingpho reflex of PTB <latinform>*mul</latinform> is <latinform>mun</latinform>. Bola <latinform>ʃă³⁵ mau³⁵</latinform> might well be a borrowing from Jingpho.</par>
363	T	"<par>Although a number of rGyalrongic forms apparently descend from this root, many others are better assigned to a prototype with front vowel, i.e. <xref ref=""368"">#368</xref>.</par>"
363	I	<par>The denasalization of <latinform>m-</latinform> to <latinform>p-</latinform> in this Chepang form is undoubtedly due to assimilation to the final stop of the preceding syllable.</par>
363	F	<par><hanform>眉</hanform> OC <latinform>*mi̯ər</latinform> GSR #567a-c; B &amp; S 2011 <latinform>*mrər</latinform>; Mand. <latinform>méi</latinform>.<br /><hanform>毛</hanform> OC <latinform>*mog</latinform>, GSR 1137a-b; B &amp; S 2011 <latinform>*C.mˁaw</latinform>; Mand. <latinform>máo</latinform>.</par>
1130	T	"<par>This root bears a certain resemblance to <xref ref=""49"">#49</xref>, but the different semantics leads us to set it up as a separate etymon.</par>"
1130	F	<par><hanform>肌</hanform> OC <latinform>*ki̯ɛr</latinform>, GSR #602d; B &amp; S 2011: <latinform>*krəj {krə[j]}</latinform>; Mand. <latinform>jī</latinform>.</par>
1834	T	<par>This root does not seem to be borrowed from Chinese (cf. <hanform>滿</hanform> Mand. <latinform>mǎn</latinform>).</par>
5636	T	"<par>See Turner 1966:506 for this etymology. See especially Bengali <latinform>pilihā</latinform>, <latinform>pilā</latinform>.</par><par>The TB forms borrowed from this IA etymon are to be distinguished from those which descend from the native PTB root <xref ref=""91"">#91</xref>.</par>"
5791	T	<par>This root is evidently a loan into TB, although the source language has not yet been identified. It also appears in Tai (cf. Shan <latinform>ʔamyok</latinform>, N. Thai <latinform>ʔamok</latinform>. See DL 1033.</par>
619	T	<par>This sparsely attested root has a strange distribution, appearing only in Southern Loloish, Meithei, and perhaps Kaman and Lakher (Mara).</par>
5735	F	"<par>See comparanda for <xref ref=""5590"">#5590</xref>.</par>"
458	T	<par>The rGyalrong forms with final <latinform>-s</latinform> might indicate that this root is to be reconstructed with a final dental sibilant rather than a final dental stop.</par>
5646	T	"<par>This root was originally set up only at the PLB level (cf. HPTB:73), but Qiangic/rGyalrongic cognates have since been discovered, which allow us to set it up for PTB. The Ergong form indicates that this root could take the <latinform>*s-</latinform> prefix.</par><par>Contra HPTB:520, we no longer consider this to be related to <xref ref=""5563"">#5563</xref>.</par>"
5646	F	<par><hanform>解</hanform> OC <latinform>*kĕg</latinform>, GSR #861a &apos;cut up, divide; loosen; explain&apos;; Schuessler 2007:313 <latinform>*krêʔ</latinform>; B &amp; S 2011: <latinform>*kˁreʔ</latinform>; Mand. <latinform>jiě</latinform>.<br /><hanform>解</hanform> OC <latinform>*g’ĕg</latinform>, GSR #861a &apos;understand&apos;; Schuessler 2007:313 <latinform>*grêʔ</latinform>; B &amp; S 2011: <latinform>*N.kˁreʔ {N-kˁreʔ}</latinform>; Mand. <latinform>xiè</latinform>.<br /><hanform>懈</hanform>/<hanform>解</hanform> OC <latinform>*kĕg</latinform> ~ <latinform>*g’ĕg</latinform>, GSR #861b &apos;lazy, idle; remiss, careless&apos;; Schuessler 2007:313 <latinform>*krêh</latinform>; B &amp; S 2011: <latinform>*N.kˁreʔ</latinform>; Mand. <latinform>xiè</latinform>.</par>
1847	T	<par>This root is well attested in scattered subgroups (Tani, Qiangic, Karenic).</par>
1292	T	<par>This root is reconstructed as <latinform>*pren</latinform> in STC p. 143 on the basis of only three forms. Actually, this root is abundantly attested in TB as a whole. The present reconstruction replaces <latinform>*m-blen</latinform>, given in HPTB:291.</par>
3368	T	<par>The reflexes of this putative root are quite scattered, and further confirmation is needed.</par>
402	T	<par>This root is well attested in the NE Indian areal group, but has so far not been found elsewhere.</par>
402	F	<par><hanform>箬</hanform> OC <latinform>*ńi̯ɑk</latinform>, GSR #777g-h &apos;skin of bamboo&apos;; Schuessler 2007:448 (<latinform>*nak</latinform>); B &amp; S 2011: (<latinform>*nak</latinform>); Mand. <latinform>ruò</latinform>.</par>
6000	T	<par>Many of the forms are probably borrowings from Tibetan.</par>
572	T	"<par>This root is phonosemantically close to <xref ref=""2336"">#2336</xref>, but must be kept separate, since many languages have distinct reflexes.</par>"
572	F	<par><hanform>屎</hanform> OC <latinform>*śi̯ər</latinform>, GSR #561d &apos;excrement&apos;; Schuessler 2007:465 <latinform>*lhiʔ</latinform>; B &amp; S 2011: <latinform>*qʰijʔ </latinform>; Mand. <latinform>shǐ</latinform>.</par>
90	T	<par>This etymon has a range of meanings from &apos;small&apos; to &apos;child&apos; to &apos;give birth&apos;. Most reflexes descend from a diphthongal prototype in <reconstruction>*-ay</reconstruction>, but occasionally from monophthongal <reconstruction>*-a</reconstruction> (e.g. Yi Dafang <latinform>a³³ ŋa⁵⁵</latinform> [see <reconstruction>*g-sow</reconstruction> above], and Bokar Lhoba <latinform>a-ŋaː</latinform>), so that this is a good candidate for a putative PTB palatal suffix, one of the functions of which is to mark diminutives. See Matisoff 1995 and DL:783-784.</par>
90	T	<par>Chinese <hanform>兒</hanform> &apos;child&apos; (Mand. <latinform>ér</latinform>) is a plausible comparandum.</par>
90	F	"<par><hanform>兒</hanform> OC <reconstruction>*ńi̯ĕg</reconstruction>, GSR  #873a-d ‘child&apos;; Li 1971: <latinform>*ngrjig</latinform>; Baxter 1992 #1452: <latinform>*ngje</latinform>; Mand. <latinform>ér</latinform>.</par><par>In Li’s system, <latinform>*-rj-</latinform> is reconstructed to account for the palatalization of the velar initial in Middle Chinese. This palatalizing medial is no longer accepted by most scholars today.  In Baxter’s system, medial <latinform>*-r-</latinform> blocks palatalization, and must be omitted.</par><par>The TB/Chinese correspondences look good. We would expect <latinform>*a</latinform> vocalism in Chinese, but <latinform>*i</latinform> (Li) / <latinform>*e</latinform> (Baxter) could be the result of an original <latinform>*a</latinform> fusing irregularly with the palatal suffix. As seen in <xref ref=""519"">#519</xref> and <xref ref=""1160"">#1160</xref>), TB <latinform>*-ay</latinform> may correspond to OC <latinform>*-əd</latinform> (Li) / <latinform>*-ɨj</latinform> (Baxter), and there is some evidence that OC <latinform>*-ig</latinform> (Li) / <latinform>*-e</latinform> (Baxter) also can correspond to this same TB final. Consider, for example, ‘crab’ (STC #51), TB <latinform>*d-kay</latinform>, which is likely cognate to <hanform>蟹</hanform> OC <latinform>*grigx</latinform> &apos;crab&apos; (Li), Mand <latinform>xiè</latinform> (see STC p. 166, GSR #861d).</par><par>Schuessler (2007:225) believes that this is an area word, with connections to forms in Austroasiatic and Miao-Yao.<br />[ZJH]</par>"
1265	T	"<par>This root is very likely related to <xref ref=""6031"">#6031</xref>, the obvious connection being the goatees of hircine animals. However, in view of the large semantic difference between the two roots, we are keeping them separate for the time being.</par><par>The nasalization in the second syllable of one of the Idu forms seems due to the effect of the initial nasal in the third syllable.</par>"
4	I	<par><latinform>↭ *cuŋ/k </latinform>FLESH/MEAT.</par>
5563	T	"<par>Contra HPTB:520, we no longer consider this to be related to <xref ref=""5646"">#5646</xref> *pyin ⪤ *pyit UNTIE / LOOSEN.</par>"
2131	T	<par>Despite the obvious onomatopoetic nature of this root, a binome may confidently be set up at the PTB level.</par>
2131	F	<par><hanform>嚏</hanform> OC <latinform>*tied</latinform>, GSR #415e &apos;sneeze&apos;; Schuessler 2007: (<latinform>*tîth</latinform>); B &amp; S 2011: <latinform>*tˁit-s {[t]ˁi[t]-s}</latinform> (‹<latinform>*t.lˁ-</latinform> ?); Mand. <latinform>tì</latinform>.</par>
314	T	"<par>This comparison is from Gong 2001:28, but the OC reconstruction <reconstruction>*gʼwå</reconstruction> is JAM&apos;s guess based upon the other characters in GSR #44; the Chinese character is not in AD #94 and not in GSR #44.</par><par>STC assigns the first syllable of WT <latinform>gro-ga</latinform> rather to <xref ref=""585"">#585</xref>.</par>"
314	F	<par><hanform>樺</hanform> OC (<latinform>*gʼwå</latinform>), (not in GSR #44) &apos;birch&apos;; Schuessler 2007:283 <latinform>*(g)wrâh</latinform>; B &amp; S 2011: (<latinform>*qʷʰˁra-s</latinform>); Mand. <latinform>huà</latinform>.</par>
6088	T	<par>This root occurs primarily in Tibetan, with loan extensions in Lepcha and Qiangic.</par>
2555	T	<par>Lepcha has an interesting doublet: <latinform>fot</latinform> &lt; <latinform>*wat</latinform> ⪤ <latinform>rot</latinform> &lt; <latinform>*r-wat</latinform>.</par><par>The WB form contains the &quot;Lolo-Burmese velar animal prefix&quot; (see <plainlatinform>HPTB §4.4.4(3)</plainlatinform>).</par>
71	T	<par>This etymon constitutes a large set in STC (#404), where it was originally reconstructed with <reconstruction>*-a- ⪤ *-i-</reconstruction> variation at the PTB level: <reconstruction>*s-riŋ ⪤ *s-raŋ</reconstruction>. Benedict later changed the reconstruction to <reconstruction>*śriŋ</reconstruction> (n. 252, n.128), explaining the <latinform>-a-</latinform> in WB <latinform>hraŋ</latinform> as being &apos;conditioned by the initial cluster&apos;. I find this revision unconvincing, and prefer to posit vocalic variation at the proto-level.  (This is similar to the <reconstruction>*-ya- ⪤* -i-</reconstruction> variation found in several roots, notably EYE and PHEASANT. See STC pp. 84-5, VSTB pp. 40-1.) There is an excellent Chinese comparandum, <hanform>生</hanform>, reconstructed in GSR #812a-d as OC <reconstruction>*sĕng</reconstruction>/MC <latinform>ṣɒng</latinform>; Mand. <latinform>shēng</latinform>. But here too Karlgren notes an irregular vocalic development from OC to MC (one would have expected MC <latinform>ṣɛng</latinform>). The semantic fit between the TB forms and Chinese is extraordinarily good.</par>
71	T	<par>This root is perhaps to be reconstructed <reconstruction>*tsiŋ</reconstruction> at the PLB level (cf. Lahu <latinform>chɛ̂</latinform>).</par>
71	F	"<par><hanform>生</hanform> OC <reconstruction>*sĕng</reconstruction> GSR #812a, ‘live; bear, born; fresh’; Li 1971: <reconstruction>*sring</reconstruction>; Baxter 1992 #130: <reconstruction>*srjeng</reconstruction>; Mand. <latinform>shēng</latinform>.</par><par>For the reconstruction of <reconstruction>*-j-</reconstruction> in Baxter’s system, see Baxter 1992:580-581. The development to Middle Chinese is regular in Baxter’s system, while it is irregular in Li’s system.</par><par>This is a long-recognized cognate (see e.g. STC #404). The Chinese initial and coda correspond to the Tibeto-Burman. In Li’s reconstruction, the main vowel <reconstruction>*i</reconstruction> is also a perfect match for the TB vowel. Baxter’s OC system does not permit a final <reconstruction>*-ing</reconstruction> reconstruction. Baxter postulates developments <reconstruction>*-ing</reconstruction> &gt; <reconstruction>*-in</reconstruction> and <reconstruction>*-ing</reconstruction> &gt; <reconstruction>*-eng</reconstruction> (depending on dialect) predating the Old Chinese period (1992:299,563). In this case the comparative evidence points to <reconstruction>*-ing</reconstruction> &gt; <reconstruction>*-eng</reconstruction>, and Baxter’s reconstruction is also a perfect match for the Tibeto-Burman.</par><par>Other Chinese members of the word family (such as <hanform>青</hanform> ‘green; color of living things’, Mand. <latinform>qīng</latinform> ) apparently reflect PST allofams with vowel <reconstruction>*a</reconstruction> and/or lacking medial <reconstruction>*r</reconstruction>.  See Schuessler (2007:431, 459-460) for tables comparing Chinese and Tibeto-Burman allofams.</par><par>=====================================================</par><par><hanform>性</hanform> <hanform>姓</hanform> <hanform>生</hanform> <hanform>蒼</hanform></par><par>Schuessler (2007:76, 460) further argues that this etymon derives from PST <reconstruction>*sri</reconstruction> ‘to be, exist’.<br />[ZJH]</par><par>A better match for TO BE / EXIST is <xref ref=""2608"">#2608</xref>, [JAM]</par>"
71	I	<par>support for voiceless initial comes from E Tusom data (not yet imported)</par>
286	T	<par>Both the <latinform>l-</latinform> and <latinform>m-</latinform> prefixes are attested in Written Tibetan. The final nasal shows variation in position of articulation.</par>
820	T	"<par>This widespread etymon is similar to <xref ref=""665"">#665</xref> (below), in that it typically occurs as the second morpheme in binomes referring to orifices of the body, especially EAR, NOSTRIL, and ANUS; occasionally it occurs in compounds for VAGINA.</par><par>This etymon is certainly allofamically related to <xref ref=""387"">#387</xref>, as in the last syllable of, e.g. Lahu <latinform>ó-qō</latinform> &apos;head&apos; &lt; PLB <reconstruction>*bʷu²-ʔgoŋ²</reconstruction>.</par><par>It is also very possible that it is allofamically related to <xref ref=""3432"">#3432</xref>. For remarks on velar/laryngeal interchange in TB, see <xref ref=""664"">#664</xref> above.</par><par>There are excellent Chinese comparanda: <hanform>空</hanform> OC <reconstruction>*k&apos;ung</reconstruction>, GSR #1172h &apos;hollow, empty&apos; and <hanform>孔</hanform> OC <reconstruction>*k&apos;ung</reconstruction>, GSR #1174a-b &apos;very, greatly; empty&apos;. Another likely Chinese relative is <hanform>肛</hanform> &apos;anus&apos;, Mand. <latinform>gāng</latinform> (not in GSR #1172), though this might fit better with <xref ref=""219"">#219</xref>. See ZJH&apos;s discussion, below.</par><par>It is often difficult to distinguish reflexes of this etymon from those of <xref ref=""665"">#665</xref>, especially with respect to Loloish and Qiangic. More than one allofam are evidently involved; cf. e.g. Lahu <latinform>qhɔ</latinform> &apos;inside; hole&apos; ⪤ <latinform>qō</latinform> &apos;hollow object&apos;.</par>"
820	F	"<par><hanform>空</hanform> OC <latinform>*kʼung</latinform> GSR #1172h ‘hollow, empty’; Li 1971: <latinform>*khung</latinform>; Baxter:1992:771 <latinform>*khong</latinform>; Mand. <latinform>kōng</latinform>.</par><par><hanform>孔</hanform> OC <latinform>*kʼung</latinform>, GSR #1174a ‘very, greatly; empty’; Li 1971: <reconstruction>*khungx</reconstruction>; Baxter 1992: <reconstruction>*khongʔ</reconstruction>; Mand. <latinform>kǒng</latinform>.</par><par>This OC-PTB comparison is long-recognized.  See for example Simon 1929, Gong 1995 #75, Coblin 1986:71.</par><par>The Chinese forms are a perfect match for the TB reconstruction. For another example of this final correspondence, cf. <xref ref=""3447"">#3447</xref>.  On the aspiration mismatch in the initial corresponce, see the discussion under <xref ref=""1654"">#1654</xref>.</par><par>The two Chinese forms are clearly etymological doublets.  Schuessler (2007:335) speculates that <hanform>孔</hanform> <latinform>kǒng</latinform> may be an &apos;endoactive&apos; derivation meaning &apos;hole&apos;, from <hanform>空</hanform> <latinform>kōng</latinform> ‘hollow, empty’, lit. &apos;that which is hollow, empty&apos;.</par>"
820	F	<par><hanform>肛</hanform> OC (see below) &apos;lower intestines/anus&apos;, GSR: not in #1172; Mand. <latinform>gāng</latinform>.</par><par>This word is not attested until the Middle Chinese period.  The Old Chinese reconstruction would be <reconstruction>*krung</reconstruction> (Li)/<reconstruction>*krong</reconstruction> (Baxter) if we assume membership in GSR #1172; however, it is possible that the Old Chinese source is <reconstruction>*krong</reconstruction> (Li)/<reconstruction>*krung</reconstruction> (Baxter), and that the phonetic element of the character was chosen after the merger of these two OC finals.  (The Mandarin pronunciation of <hanform>肛</hanform> <latinform>gāng</latinform> is irregular; we would expect <latinform>jiāng</latinform>.)</par><par>Schuessler (2007:251) suggests a comparison with WT <latinform>gźaŋ</latinform> &apos;anus&apos;; however, the vowel correspondence is not good (unless a late borrowing is involved).  It is certainly possible that this word is in the same family as <hanform>空</hanform> <latinform>kōng</latinform> and <hanform>孔</hanform> <latinform>kǒng</latinform>, although the function of <reconstruction>*-r-</reconstruction> is not clear.<br />[ZJH]</par>
3561	T	<par>The stronghold of this root is Loloish, with some support from Nungish.</par>
5799	T	<par>The initial correspondences for this root are complex, but close enough to assign all these Lolo-Burmese reflexes to the same etymon.</par>
6106	F	<par><hanform>貝</hanform> OC <latinform>*pwɑ̂d</latinform>, GSR #320a-e &apos;cowrie shell; currency&apos;; Schuessler 2007:159 <latinform>*pâts</latinform> &lt; <latinform>*pops</latinform>; Mand. <latinform>bèi</latinform>.</par>
36	I	<par>JS notes that in the compound for &apos;steal&apos;, &quot;... the first element seems to come from <latinform>*do</latinform> &apos;eat&apos;.&quot; JS, HCST:138.</par>
36	T	<par>This root evidently could take a variety of suffixes, as well as a nasal prefix (Qiangic / rGyalrongic, Baima, and Naxi). The <latinform>-t</latinform> and <latinform>-n</latinform> suffixes had a nominalizing force, giving meanings like &apos;food&apos;, &apos;rice&apos;, &apos;deer&apos; (see the references to #66 in the Index of STC, p. 200).</par>
36	F	<par><hanform>咀</hanform> OC <latinform>*dzi̯o</latinform>, GSR #46u &apos;chew&apos;; Schuessler 2007:323 <latinform>*dzaʔ</latinform>; B &amp; S 2011: (<latinform>*dzaʔ</latinform>); Mand. <latinform>jǔ</latinform>.<br /><hanform>餐</hanform> OC <latinform>*ts’ɑ̂n</latinform>, GSR #154c &apos;eat; food, meal&apos;; Schuessler 2007:323 <latinform>*tshân</latinform>; B &amp; S 2011: (<latinform>*tsʰˁar</latinform>); Mand. <latinform>cān</latinform>.</par>
474	T	<par>The Karenic languages have apparently substituted the homorganic velar nasal for <latinform>-k</latinform>.</par>
589	T	"<par>This root seems independent of <xref ref=""586"">#586</xref>. Cf. WT <latinform>kó-ba</latinform> (below) vs. WT <latinform>kog-pa</latinform> in <xref ref=""586"">#586 </xref>. A number of supporting forms for this etymon have fricative initials <latinform>h-</latinform> or <latinform>f-</latinform>. Interplay between laryngeal and velar initials is a common phenomenon in TB; see Matisoff 1997:33 (&quot;Primary and secondary laryngeal initials in TB&quot;) and HPTB:54-58. Cf. e.g. Lisu <latinform>ko³⁵dʒi³³</latinform> and <latinform>hwa⁵-ji⁴</latinform>.</par>"
1223	T	"<par>This root seems quite distinct from <xref ref=""359"">#359</xref>. It occurs frequently as the second element in Loloish compounds. Note that the Jingpho form previously transcribed as <latinform>du</latinform> is inaccurate: the correct form is <latinform>dùʔ</latinform>, so that it is correctly assigned to <xref ref=""359"">#359</xref>. </par>"
1223	F	<par><hanform>頭</hanform> OC <latinform>*d’u</latinform>, GSR #118e &apos;head&apos;; B &amp; S 2011: <latinform>*m-tˁo</latinform>; Mand. <latinform>tóu</latinform>.</par>
404	T	"<par>This root seems to be quite distinct from <xref ref=""2151"">#2151</xref>, although WB <latinform>phaŋ</latinform> &apos;anus&apos; was cited in connection with the latter in HPTB:264.</par>"
140	I	<par>Check French reconstruction--justification for <reconstruction>*khl </reconstruction>(WTF-PNN 552)?</par>
140	I	<par>LB froms relatable to Naga? PLB *vd Ci.</par>
140	I	<par>Maybe <reconstruction>*(k/g)(y/l)i-n</reconstruction>.</par>
140	T	<par>This somewhat speculative root requires further confirmation.</par>
358	T	<par>This provisionally reconstructed root seems to appear only in non-initial position in compounds. The vocalism mostly varies from <latinform>-a</latinform> to <latinform>-i</latinform> or <latinform>-e</latinform>.</par>
5379	F	<par><hanform>張</hanform></par>
5379	T	<par>The Chinese comparandum is due to Coblin (1986:150), where it is glossed as &apos;give tension to a bow&apos;.</par>
5674	T	<par>Many of these forms are probably loans from Tibetan. As is well known, the horse was first domesticated in Central Asia.</par>
5674	F	<par>A connection with Chinese <hanform>駕</hanform> &apos;harness, draw (as a cart)&apos;, [OC <latinform>*kɑ</latinform> GSR #15e-f; Mand. <latinform>jià</latinform>] is suggested in LaPolla (1987:20). </par>
1829	I	<par>This root has scattered but convincing reflexes.</par>
3497	T	<par>This root requires further confirmation.</par>
3497	F	<par>(<hanform>縶</hanform> &apos;rope, tether, bind&apos;; B &amp; S 2011: <latinform>*t‹r›ip</latinform>; Mand. <latinform>zhí</latinform>.)</par>
3308	T	<par>This root seems to be confined to Tibetan dialects; the rGyalrongic forms listed are apparently borrowings from Tibetan.</par>
555	F	<par><hanform>滴</hanform> OC <latinform>(*ti̯ək)</latinform>; GSR (not in #877) &apos;drip, drop&apos;; Coblin 86:67 <latinform>*tik</latinform>; Schuessler 2007:209 <latinform>*têk</latinform>; Mand. <latinform>dī</latinform>.<br /><hanform>瀷</hanform> OC <latinform>*gi̯ək</latinform>, GSR #954i &apos;drip&apos;; Mand. <latinform>yì</latinform>.</par>
1603	T	"<par>This etymon definitely shows variation between <latinform>-a-</latinform> and <latinform>-u-</latinform>, undoubtedly because of the rounding power of initial <latinform>w-</latinform>. As in many other TB etyma, there is also variation between the labial semivowel and labial stops. Cf. <xref ref=""1168"">#1168</xref> (TBRS #1).</par><par>This etymon appears as first element in a number of Kuki-Chin binomes, e.g., <xref ref=""4730"">#4730</xref>, <xref ref=""4292"">#4292</xref>, etc.</par>"
